0	5	机箱外观：小巧精悍。 性能配置：顶配无敌。 散热性能：几乎静音。 跑分评测：跑分蛮好的。 售后服务：及时主动。 其他特色：整体来说，很不错的一个台式主机。这配置拿来开发，设计搓搓有余，在上面跑一些程序，没发现卡死，内存爆红的现象，机箱也很静音，几乎听不到什么声音，值得推荐。
1	5	给公司买的，做图用的，配置不错，性价比可以，公司办公电脑都是联想的，整齐划一，维修保养也方便。现在主机都做的这么迷你了，显示器也很漂亮，很不错的选择。
2	5	买的套装，选了这个显示器，大小在家用很合适了，边框也很窄，支持DP接口HDMI接口和传统的那种接口，可以用一些视频盒子，当电视看，支撑脚是那种Y字型的，很简洁好看，也很大方。但是没有带播放器。自己配了一个也挺好用，推荐大家选这一款
3	5	在疫情非常时期,京东物流还是如常的快,电脑小巧体积不大,不占地方,而且非常的安静,使用效果很好,从开机几秒到打开网面打开软件速度都很快,比较满意,硬件很好,但软件只是半成品,需要用户开机促成成品,,没有一张纸的说明书,不懂电脑的解决起来就比较困难,我本次在OFFICE产品激活时就遇到了问题,而且也问了客服,一直问到她也不会,叫我联系工程师,客服值得表扬,服务态度很好,最后还是自己搞定了,希望以后能有个说明书让客户更直接了解懂得
4	5	这款电脑真不错。我买了一台了。这一次买的这一台。电源凹陷了。有可能演到了。京东非常好的，也给我退货了。我一直用联想的电脑用好几年了。还是真不错。京东真好，真棒。我家所有电器都是在京东购买
5	5	货已收到，包装完好。联想天兔510Pro计算机机箱小巧外观漂亮，不占地方。十代酷睿i3，性能不错，带动2K31.5吋屏幕效果很好，本人不打游戏，看看影视节目，浏览网页等，非常合适。机器运行声音很小，散热也很好，只是机箱顶部有点热。京东快递就是快捷，服务好。
6	5	送货快！启动方便！安装简单！轻巧实用！比一体机好多了！就是线多！有点烦人！咋整那线线呢？售后服务电话很快接通，服务超好！清晰明了的指导分区，激活office，还顺便解答了老电脑的问题，知道老机器可以升级。
7	5	下单后很快就送到了，正好解了燃眉之急，开课前买电脑也算是跟个潮流吧！声音很小，速度快，已经使用了一段时间，一直特别顺畅，只是简单办公，完全够用了，开始看评论说机箱小巧，以为有多小巧，买了才知道比我旧电脑机箱还宽一点点，质感还可以吧！不错，推荐购买。
8	5	给公司买电脑，选型号选了很长时间，选来选去还是选择了联想，以前就用联想的扬天和m系列，现在还有09年的机子，依然流畅，现在的联想做工也更加出色，估计这批电脑能再用十年 下单第二天机子就到手，习惯性的拆机检查，自装操作系统，非常顺利 不让人操心的电脑才是好电脑
9	5	很满意的电脑主机，简约时尚的外观，充满科技感，原始系统，开机自动安装，SSD配机械盘，启动速度快，配有联想工具，软件、驱动快速搞定，系统运行稳定、流畅，性价比不错，很满意，好评
10	5	包装完整无缺，送货速度也快，快递小哥服务态度好，这是一款高配置的，开机关机快，双硬盘大内存，运行数据都很快，散热性能好，机箱外观设计的很精致！适合办公，学生使用都很不错，售后服务也很给力，三年免费****！
11	5	机箱外观：外观真的是很赞，超出了我的预期，不论是主机还是显示屏都很符合我自己的要求和审美，键盘和鼠标的手感真的很棒，给人感觉很舒服而且表现的很亲切。 性能配置：自己买的是i5的处理器，主要还是由于自己资金的原因，本来打算上i7的，开机速度真的很棒，刚点完开机键，等在回头的时候已经进入操作界面了，同样关机速度也是，图像显示真的很清晰。速度不能说很快但是比一般的真的绰绰有余。自己是做设计的感觉运行起来还是很棒的。 散热性能：散热也是没的说，最主要的是真的比较的静音，相比以前的电脑真的可以说是没有声音。 跑分评测：这个暂时没有测试过，应该不会太差，从当前的使用来说。
12	5	机箱外观：收到宝贝后很让人心喜，大品牌就是不一样，外观大气好看。很喜欢。 性能配置：按要求装上细统，开关机速度很快，打文件，网站很快。大品牌很值。 散热性能：很静音，不错。 跑分评测：开关机速度很快。 售后服务：客服务好，态度好，寻问很多，细心解答。 其他特色：总体不错，开心的购物。
13	5	电脑6月1号买的，到现在用了整20天了。电脑真心不错，运行流畅，主机不占地，小巧精致这点是最满意的。有office正版软件，满意。还会继续支持联想。
14	5	机箱外观：简单大方，超级喜欢 跑分评测：儿子说不错 性能配置：反应挺快，开机没有杂音， 散热性能：这个需要过段时间 售后服务：不懂的问，第一时间回复 其他特色：买了保险，具体看后期
15	5	机箱外观：非常好看，非常好看的外观用了一周了体验非常好，非常棒！ 售后服务：售后服务也非常好，非常到位，总体来说是非常满意的！ 性能配置：性能也非常好，开机11秒很到位非常好！ 其他特色：机箱非常小巧好看， 散热性能：也很好，几乎没什么声音 跑分评测：分数没具体跑过大家都说好！
16	5	联想电脑机箱外观很美，性能配置高，速度很快，散热性能好，售后服务也不错！第一次购买联想品牌套机，很好用！从购机到现在用了一个多月了，感觉很不错！用的系统软件也是正版的，这比组装机好很多！这套机设计也很好，不霸占空间，尤其主机，之前组装的主机很霸占空间！推荐需要买电脑的亲们不妨选择联想品牌！
17	5	用了段时间来点评。 机箱外观小巧，很节约空间，运行时也很安静，开机速度快。 配的显示屏也很好，显示清晰，外观大气。 现在买电脑确实方便快捷，简单安装电源，其他自动安装，然后就可以使用了。 主要是家里使用，这款机器满足所需，很满意。 买电脑买联想，既方便也放心，质量是第一位的，价格也匹配机器的配置，很满意的一次购物。
18	5	联想电脑机箱外观很美,第一次购买一次性购买了6台，联想品牌套机很好用!从购机到现在用了一个多月了,感觉很不错的系统软件也是正版的,这比组装机好很多!这套机设计也很好,不霸占空间,尤其主机,之前组装的主机很霸占空间!推荐需要买电脑的亲们不妨选择联想品牌!快递物流很快,头天下的单,第二天中午就到了,很满意,很满意的电脑主机,简约时尚的外观,充满科技感,原始系统,开机自动安装,SSD配机械盘,启动速度快,配有联想工具,软件、驱动快速搞定,系统运行稳定、流畅,性价比不错,完美,主机一点声音都没有,开关机都特别快,显示屏也够大,特别适合办公用的,电脑还是选品牌机有保障。很满意电脑主机,金属材质小巧,时尚,看起来很上档次。最重要的是速度很快,基本不卡。屏幕舒服,满意,好评。
19	5	收到第一时间装上了，开机快，机箱安静，尺寸比想象中要小，很棒！查看硬件，压力测试良好，软件运行流畅。自带正版win10系统和office，不错。信赖联想！
20	5	之前在网上纠结了两天到底买个什么配置的电脑，最后决定买联想的这套台式机套机(联想天逸510Pro:i5-9400F，250GSSD+1T机械，配23寸的高清显示器）。昨天收到货后，一直忙于和工程师联系激活安装服务，经初步使用，感觉超级棒。同事们也都说电脑处理速度超快。买来用于做图PS，AI，真心好。本人不善言辞，后面直接上图，建议大家购买这款。商品包装好用心的，尤其是显示器包装保护很到位。售后工程师和客服人员很有耐心，全程电话指导安装，谢谢你们。
21	5	好用，很快，开机就能用， 很好用，开机很快预装了系统，机箱很小很漂亮， 美中不足就是买了10多台，没有优惠。 喜欢w10的系统，超级好用。 总之不错不错，非常的不错，超级超级超级的喜欢。 机箱外观：好看，很小 性能配置：超级好用 散热性能：快 跑分评测：很快 售后服务：还不错 其他特色：预装软件
22	5	机箱外观：很商务.机箱小 性能配置：性能稳定 散热性能：还行 很满意的一次采购
23	5	机器很好，金属材质，看起来很上档次，液晶屏幕缝隙很小，做工精致，机器开机快，屏幕很舒服没有任何不舒服，键盘手感不错，开机20秒左右，装上软件，运行办公软件看视频没有压力，机箱小巧很静音，开机速度很快11秒，鲁大师检测硬件和描述配置吻合，W10系统需要适应下，一般来说这个配置家用完全够用了，数据处理的确是快，新的OFFICE,速度很快，接口丰富，联想管家比其他软件实用，小巧而大气，好用而稳定！很棒，价格很合适。
24	5	用了一周才来评价，这一周来的体验，感觉很不错，主要是用来办公的，偶尔看电视剧，感觉好久没有体验过的快爽。主机小巧省空间，拉丝外壳很时尚，而且开关机的时候很静音，开关机速度也很快，爽歪歪！
25	5	银色的机箱，小巧玲珑，前后标配的USB接口，窄边设计的显示屏，很美观，显示屏清晰度很高，标配的鼠标，标配的键盘、完全省心省力，无论是家用，还是商务办公，这个配置完全够用了，都是很不错的选择，价钱更是完美呢r
